tipoOiv_v2,fechaConcertacion,grano,fechaEntregaHasta,PrecioUSD_fecha_concertacion,PrecioUSD_fecha_entrega_hasta
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-06-09,267.87,272.91
Precio Hecho,2025-05-26,Soja,2025-06-09,267.87,272.42
Precio Hecho,2025-05-26,Soja,2025-06-09,267.87,270.04
Precio Hecho,2025-05-26,Soja,2025-06-09,272.09,272.91
Precio Hecho,2025-05-26,Soja,2025-06-09,272.09,272.42
Precio Hecho,2025-05-26,Soja,2025-06-09,272.09,270.04
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio a Fijar,2025-05-26,Soja,2025-06-26,267.87,267.96
Precio a Fijar,2025-05-26,Soja,2025-06-26,267.87,272.92
Precio a Fijar,2025-05-26,Soja,2025-06-26,267.87,269.86
Precio a Fijar,2025-05-26,Soja,2025-06-26,272.09,267.96
Precio a Fijar,2025-05-26,Soja,2025-06-26,272.09,272.92
Precio a Fijar,2025-05-26,Soja,2025-06-26,272.09,269.86
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-19,Soja,2025-05-19,272.24,272.24
Precio Hecho,2025-05-19,Soja,2025-05-19,272.24,273.88
Precio Hecho,2025-05-19,Soja,2025-05-19,273.88,272.24
Precio Hecho,2025-05-19,Soja,2025-05-19,273.88,273.88
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio a Fijar,2025-05-26,Maiz,2025-06-25,181.1,171.69
Precio a Fijar,2025-05-26,Maiz,2025-06-25,181.1,168.69
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio a Fijar,2025-05-20,Maiz,2025-05-26,182.07,181.1
Precio a Fijar,2025-05-20,Maiz,2025-05-26,185.56,181.1
Precio a Fijar,2025-05-19,Soja,2025-06-19,272.24,274.87
Precio a Fijar,2025-05-19,Soja,2025-06-19,273.88,274.87
Precio a Fijar,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio a Fijar,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio a Fijar,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio a Fijar,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Maiz,2025-06-30,181.1,168.73
Precio Hecho,2025-05-26,Maiz,2025-06-30,181.1,168.73
Precio Hecho,2025-05-26,Maiz,2025-06-30,181.1,167.72
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Maiz,2025-05-28,181.1,181.03
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.04,194.09
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.04,198.48
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.43,194.09
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.43,198.48
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Maiz,2025-05-26,181.1,181.1
Precio Hecho,2025-05-16,Soja,2025-05-16,267.87,267.87
Precio Hecho,2025-05-16,Soja,2025-05-16,267.87,272.77
Precio Hecho,2025-05-16,Soja,2025-05-16,272.77,267.87
Precio Hecho,2025-05-16,Soja,2025-05-16,272.77,272.77
Precio Hecho,2025-05-26,Soja,2025-06-26,267.87,267.96
Precio Hecho,2025-05-26,Soja,2025-06-26,267.87,272.92
Precio Hecho,2025-05-26,Soja,2025-06-26,267.87,269.86
Precio Hecho,2025-05-26,Soja,2025-06-26,272.09,267.96
Precio Hecho,2025-05-26,Soja,2025-06-26,272.09,272.92
Precio Hecho,2025-05-26,Soja,2025-06-26,272.09,269.86
Precio Hecho,2025-05-26,Maiz,2025-05-26,181.1,181.1
Precio Hecho,2025-05-26,Trigo,2025-06-30,198.04,198.51
Precio Hecho,2025-05-26,Trigo,2025-06-30,198.04,198.01
Precio Hecho,2025-05-26,Trigo,2025-06-30,198.43,198.51
Precio Hecho,2025-05-26,Trigo,2025-06-30,198.43,198.01
Precio Hecho,2025-05-26,Maiz,2025-05-26,181.1,181.1
Precio Hecho,2025-05-26,Soja,2025-06-26,267.87,267.96
Precio Hecho,2025-05-26,Soja,2025-06-26,267.87,272.92
Precio Hecho,2025-05-26,Soja,2025-06-26,267.87,269.86
Precio Hecho,2025-05-26,Soja,2025-06-26,272.09,267.96
Precio Hecho,2025-05-26,Soja,2025-06-26,272.09,272.92
Precio Hecho,2025-05-26,Soja,2025-06-26,272.09,269.86
Precio Hecho,2025-05-16,Soja,2025-05-16,267.87,267.87
Precio Hecho,2025-05-16,Soja,2025-05-16,267.87,272.77
Precio Hecho,2025-05-16,Soja,2025-05-16,272.77,267.87
Precio Hecho,2025-05-16,Soja,2025-05-16,272.77,272.77
Precio Hecho,2025-05-26,Trigo,2025-06-30,198.04,198.51
Precio Hecho,2025-05-26,Trigo,2025-06-30,198.04,198.01
Precio Hecho,2025-05-26,Trigo,2025-06-30,198.43,198.51
Precio Hecho,2025-05-26,Trigo,2025-06-30,198.43,198.01
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.04,193.53
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.43,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.43,193.53
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.43,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.04,193.53
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.43,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.43,193.53
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.43,198.49
Precio Hecho,2025-05-26,Trigo,2025-05-26,198.04,198.04
Precio Hecho,2025-05-26,Trigo,2025-05-26,198.04,198.43
Precio Hecho,2025-05-26,Trigo,2025-05-26,198.43,198.04
Precio Hecho,2025-05-26,Trigo,2025-05-26,198.43,198.43
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.04,193.53
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.43,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.43,193.53
Precio Hecho,2025-05-26,Trigo,2025-06-25,198.43,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.04,190.55
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.43,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.43,190.55
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.43,198.49
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-16,Maiz,2025-05-16,181.56,181.56
Precio Hecho,2025-05-16,Maiz,2025-05-16,181.56,186.51
Precio Hecho,2025-05-16,Maiz,2025-05-16,186.51,181.56
Precio Hecho,2025-05-16,Maiz,2025-05-16,186.51,186.51
Precio a Fijar,2025-05-26,Soja,2025-06-25,267.87,267.96
Precio a Fijar,2025-05-26,Soja,2025-06-25,267.87,269.41
Precio a Fijar,2025-05-26,Soja,2025-06-25,272.09,267.96
Precio a Fijar,2025-05-26,Soja,2025-06-25,272.09,269.41
Precio a Fijar,2025-05-26,Soja,2025-06-25,267.87,267.96
Precio a Fijar,2025-05-26,Soja,2025-06-25,267.87,269.41
Precio a Fijar,2025-05-26,Soja,2025-06-25,272.09,267.96
Precio a Fijar,2025-05-26,Soja,2025-06-25,272.09,269.41
Precio a Fijar,2025-05-26,Maiz,2025-06-25,181.1,171.69
Precio a Fijar,2025-05-26,Maiz,2025-06-25,181.1,168.69
Precio a Fijar,2025-05-26,Maiz,2025-06-25,181.1,171.69
Precio a Fijar,2025-05-26,Maiz,2025-06-25,181.1,168.69
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.04,190.55
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.43,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.43,190.55
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.43,198.49
Precio Hecho,2025-05-23,Trigo,2025-06-02,198.5,194.09
Precio Hecho,2025-05-23,Trigo,2025-06-02,198.5,198.48
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,271.28
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,271.28
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,271.28
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,271.28
Precio Hecho,2025-05-26,Maiz,2025-05-26,181.1,181.1
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,271.28
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,271.28
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,271.28
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,271.28
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.04,194.09
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.04,198.48
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.43,194.09
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.43,198.48
Precio a Fijar,2025-05-14,Soja,2025-05-28,272.81,267.24
Precio a Fijar,2025-05-14,Soja,2025-05-28,269.43,267.24
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,271.28
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,271.28
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,267.86,271.28
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,267.86
Precio a Fijar,2025-05-23,Soja,2025-05-23,271.28,271.28
Precio a Fijar,2025-05-22,Maiz,2025-05-22,183.53,183.53
Precio a Fijar,2025-05-22,Maiz,2025-05-22,183.53,184.94
Precio a Fijar,2025-05-22,Maiz,2025-05-22,184.94,183.53
Precio a Fijar,2025-05-22,Maiz,2025-05-22,184.94,184.94
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-22,Maiz,2025-05-22,183.53,183.53
Precio Hecho,2025-05-22,Maiz,2025-05-22,183.53,184.94
Precio Hecho,2025-05-22,Maiz,2025-05-22,184.94,183.53
Precio Hecho,2025-05-22,Maiz,2025-05-22,184.94,184.94
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio a Fijar,2025-04-07,Trigo,2025-04-25,218.5,201.72
Precio a Fijar,2025-04-07,Trigo,2025-04-25,218.5,207.78
Precio a Fijar,2025-04-07,Trigo,2025-04-25,218.4,201.72
Precio a Fijar,2025-04-07,Trigo,2025-04-25,218.4,207.78
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-05,Soja,2025-05-26,258.33,267.87
Precio Hecho,2025-05-05,Soja,2025-05-26,258.33,272.09
Precio Hecho,2025-05-05,Soja,2025-05-26,256.67,267.87
Precio Hecho,2025-05-05,Soja,2025-05-26,256.67,272.09
Precio Hecho,2025-05-26,Trigo,2025-05-26,198.04,198.04
Precio Hecho,2025-05-26,Trigo,2025-05-26,198.04,198.43
Precio Hecho,2025-05-26,Trigo,2025-05-26,198.43,198.04
Precio Hecho,2025-05-26,Trigo,2025-05-26,198.43,198.43
Precio a Fijar,2025-05-26,Maiz,2025-06-25,181.1,171.69
Precio a Fijar,2025-05-26,Maiz,2025-06-25,181.1,168.69
Precio Hecho,2025-05-26,Soja,2025-05-27,267.87,267.9
Precio Hecho,2025-05-26,Soja,2025-05-27,267.87,271.63
Precio Hecho,2025-05-26,Soja,2025-05-27,272.09,267.9
Precio Hecho,2025-05-26,Soja,2025-05-27,272.09,271.63
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.55,168.73
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.55,168.73
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.55,167.72
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.74,168.73
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.74,168.73
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.74,167.72
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.55,168.73
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.55,168.73
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.55,167.72
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.74,168.73
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.74,168.73
Precio a Fijar,2025-05-23,Maiz,2025-06-30,181.74,167.72
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.04,194.09
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.04,198.48
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.43,194.09
Precio Hecho,2025-05-26,Trigo,2025-06-02,198.43,198.48
Precio Hecho,2025-05-26,Girasol,2025-05-26,297.64,297.64
Precio Hecho,2025-05-26,Girasol,2025-05-26,297.64,347.24
Precio Hecho,2025-05-26,Girasol,2025-05-26,347.24,297.64
Precio Hecho,2025-05-26,Girasol,2025-05-26,347.24,347.24
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.04,190.55
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.04,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.43,198.49
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.43,190.55
Precio Hecho,2025-05-26,Trigo,2025-06-26,198.43,198.49
Precio a Fijar,2025-04-30,Maiz,2025-05-15,193.5,181.55
Precio a Fijar,2025-04-30,Maiz,2025-05-15,193.5,185.41
Precio a Fijar,2025-04-30,Maiz,2025-05-15,194.87,181.55
Precio a Fijar,2025-04-30,Maiz,2025-05-15,194.87,185.41
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio a Fijar,2025-04-16,Soja,2025-05-15,279.74,267.86
Precio a Fijar,2025-04-16,Soja,2025-05-15,279.74,270.65
Precio a Fijar,2025-04-15,Soja,2025-05-15,270.83,267.86
Precio a Fijar,2025-04-15,Soja,2025-05-15,270.83,270.65
Precio a Fijar,2025-04-15,Soja,2025-05-15,279.17,267.86
Precio a Fijar,2025-04-15,Soja,2025-05-15,279.17,270.65
Precio Hecho,2025-05-23,Trigo,2025-05-30,198.5,198.48
Precio Hecho,2025-05-26,Soja,2025-06-25,267.87,267.96
Precio Hecho,2025-05-26,Soja,2025-06-25,267.87,269.41
Precio Hecho,2025-05-26,Soja,2025-06-25,272.09,267.96
Precio Hecho,2025-05-26,Soja,2025-06-25,272.09,269.41
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,274.87
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,274.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Trigo,2025-05-28,198.04,198.28
Precio Hecho,2025-05-26,Trigo,2025-05-28,198.43,198.28
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,267.87,272.09
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,267.87
Precio Hecho,2025-05-26,Soja,2025-05-26,272.09,272.09
